,hyb_index,BaselineName,Hybrid,MarketName,PipelineProductStageName,TraitName,Location,num_sres,season,seed_target,y_predicted_class,y_predicted,seed_target_class,TPD_RECOMMENDATION,num_plots_optimized,metst_optimized,num_plots_optimized_half,seed_production_optimized,Recomendacao_Planejamento
170,171,B171,H171,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1900,1722,2,24,14.0,1.0,7.0,29377.32,24
171,172,B172,H172,Safrinha,PS3,V4,PEPT,0,2022_04,10220,<1900,1706,1,24,16.0,1.0,8.0,27768.48,24
172,173,B173,H173,Summer,PS3,V4,PEPT,0,2022_04,10220,<1500,1411,1,24,16.0,1.0,8.0,29106.72,24
173,174,B174,H174,Summer,PS3,CONV,PEPT,0,2022_04,10220,<1500,1479,1,24,30.0,1.0,15.0,51254.1,24
174,175,B175,H175,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1500,1389,2,24,18.0,1.0,9.0,26922.24,24
175,176,B176,H176,Summer,PS3,CONV,PEPT,0,2022_04,10220,<1500,1216,1,24,18.0,1.0,9.0,28206.36,24
176,177,B177,H177,Safrinha,PS3,V4,PEPT,0,2022_04,10220,<1500,1274,1,24,28.0,1.0,14.0,53037.6,24
177,178,B178,H178,Summer,PS3,CONV,PEPT,0,2022_04,20376,<1900,1540,2,24,18.0,1.0,9.0,28073.519999999997,24
178,179,B179,H179,Safrinha,PS3,V4,PEPT,0,2022_04,10220,<1500,1268,1,24,14.0,1.0,7.0,29239.559999999998,24
179,180,B180,H180,Summer,PS3,CONV,PEPT,0,2022_04,10220,<1900,1698,1,24,16.0,1.0,8.0,28378.56,24
180,181,B181,H181,Safrinha,PS3,V4,PEPT,0,2022_04,10220,<1500,1442,1,24,16.0,1.0,8.0,28299.84,24
181,182,B182,H182,Safrinha,PS3,CONV,PEPT,0,2022_04,10220,<1500,1438,1,24,14.0,1.0,7.0,28378.559999999998,24
182,183,B183,H183,Summer,PS3,CONV,PEPT,0,2022_04,10220,<1900,1648,1,24,36.0,1.0,18.0,52073.28,24
183,184,B184,H184,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1500,1176,2,24,32.0,1.0,16.0,51089.28,24
184,185,B185,H185,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1500,1298,2,24,14.0,1.0,7.0,26363.82,24
185,186,B186,H186,Summer,PS3,CONV,PEPT,0,2022_04,10220,<1900,1531,1,24,28.0,1.0,14.0,52142.16,24
186,187,B187,H187,Summer,PS3,V4,PEPT,0,2022_04,20376,<1900,1514,2,24,14.0,1.0,7.0,28567.98,24
187,188,B188,H188,Summer,PS3,CONV,PEPT,0,2022_04,10220,<1900,1659,1,24,28.0,1.0,14.0,54070.799999999996,24
188,189,B189,H189,Summer,PS3,V4,PEPT,0,2022_04,20376,<1900,1570,2,24,30.0,1.0,15.0,53800.2,24
189,190,B190,H190,Summer,PS3,CONV,PEPT,0,2022_04,20376,<1500,1458,2,24,14.0,1.0,7.0,26363.82,24
190,191,B191,H191,Summer,PS3,CONV,PEPT,0,2022_04,10220,<1900,1531,1,24,14.0,1.0,7.0,27310.92,24
191,192,B192,H192,Safrinha,PS3,V4,PEPT,0,2022_04,10220,<1900,1586,1,24,26.0,1.0,13.0,51551.76,24
192,193,B193,H193,Summer,PS3,V4,PEPT,0,2022_04,20376,<1900,1612,2,24,14.0,1.0,7.0,28998.480000000003,24
193,194,B194,H194,Safrinha,PS3,CONV,PEPT,0,2022_04,10220,<1900,1684,1,24,20.0,1.0,10.0,28339.2,24
194,195,B195,H195,Summer,PS3,CONV,PEPT,0,2022_04,10220,<1500,1152,1,24,12.0,1.0,6.0,27320.760000000002,24
195,196,B196,H196,Safrinha,PS3,CONV,PEPT,0,2022_04,10220,<1900,1851,1,24,38.0,1.0,19.0,51040.08,24
196,197,B197,H197,Summer,PS3,V4,PEPT,0,2022_04,20376,<1500,1092,2,24,30.0,1.0,15.0,53615.700000000004,24
197,198,B198,H198,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1500,1453,2,24,18.0,1.0,9.0,27962.82,24
198,199,B199,H199,Safrinha,PS3,V4,PEPT,0,2022_04,10220,<1500,1263,1,24,12.0,1.0,6.0,25874.28,24
199,200,B200,H200,Safrinha,PS3,CONV,PEPT,0,2022_04,10220,<1900,1753,1,24,12.0,1.0,6.0,26523.72,24
200,201,B201,H201,Safrinha,PS3,V4,PEPT,0,2022_04,10220,<1900,1797,1,24,12.0,1.0,6.0,26597.52,24
201,202,B202,H202,Safrinha,PS3,V4,PEPT,0,2022_04,10220,<1900,1802,1,24,20.0,1.0,10.0,51118.8,24
202,203,B203,H203,Safrinha,PS3,V4,PEPT,0,2022_04,20376,>1900,2078,2,24,16.0,1.0,8.0,27138.72,24
203,204,B204,H204,Summer,PS3,V4,PEPT,0,2022_04,10220,<1500,1379,1,24,24.0,1.0,12.0,52870.31999999999,24
204,205,B205,H205,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1900,1791,2,24,26.0,1.0,13.0,54685.8,24
205,206,B206,H206,Summer,PS3,V4,PEPT,0,2022_04,20376,<1900,1710,2,24,12.0,1.0,6.0,26051.399999999998,24
206,207,B207,H207,Summer,PS3,V4,PEPT,0,2022_04,10220,<1900,1765,1,24,34.0,1.0,17.0,53696.88,24
207,208,B208,H208,Summer,PS3,CONV,PEPT,0,2022_04,20376,<1500,1284,2,24,34.0,1.0,17.0,53780.52,24
208,209,B209,H209,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1500,1286,2,24,26.0,1.0,13.0,52127.399999999994,24
209,210,B210,H210,Summer,PS3,V4,PEPT,0,2022_04,20376,<1900,1630,2,24,30.0,1.0,15.0,54316.799999999996,24
210,211,B211,H211,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1500,1472,2,24,32.0,1.0,16.0,51837.12,24
211,212,B212,H212,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1500,1317,2,24,22.0,1.0,11.0,53091.719999999994,24
212,213,B213,H213,Summer,PS3,V4,PEPT,0,2022_04,20376,>1900,1962,2,24,22.0,1.0,11.0,50981.04,24
213,214,B214,H214,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1900,1884,2,24,26.0,1.0,13.0,51391.86,24
214,215,B215,H215,Summer,PS3,CONV,PEPT,0,2022_04,20376,<1900,1607,2,24,14.0,1.0,7.0,26122.74,24
215,216,B216,H216,Summer,PS3,CONV,PEPT,0,2022_04,10220,<1900,1517,1,24,14.0,1.0,7.0,29687.28,24
216,217,B217,H217,Safrinha,PS3,CONV,PEPT,0,2022_04,10220,<1900,1724,1,24,14.0,1.0,7.0,25830.0,24
217,218,B218,H218,Safrinha,PS3,V4,PEPT,0,2022_04,10220,<1900,1500,1,24,26.0,1.0,13.0,52127.399999999994,24
218,219,B219,H219,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1900,1630,2,24,24.0,1.0,12.0,52545.600000000006,24
219,220,B220,H220,Summer,PS3,V4,PEPT,0,2022_04,20376,<1900,1780,2,24,34.0,1.0,17.0,53822.34,24
220,221,B221,H221,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1500,1287,2,24,32.0,1.0,16.0,53411.52,24
221,222,B222,H222,Summer,PS3,V4,PEPT,0,2022_04,20376,<1500,1357,2,24,16.0,1.0,8.0,28988.64,24
222,223,B223,H223,Summer,PS3,V4,PEPT,0,2022_04,10220,<1500,1473,1,24,30.0,1.0,15.0,52545.6,24
223,224,B224,H224,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1500,1424,2,24,26.0,1.0,13.0,53086.799999999996,24
224,225,B225,H225,Summer,PS3,V4,PEPT,0,2022_04,20376,<1900,1660,2,24,34.0,1.0,17.0,51354.96,24
225,226,B226,H226,Summer,PS3,CONV,PEPT,0,2022_04,20376,<1500,1228,2,24,16.0,1.0,8.0,28417.92,24
226,227,B227,H227,Safrinha,PS3,V4,PEPT,0,2022_04,10220,<1500,1444,1,24,26.0,1.0,13.0,53470.56,24
227,228,B228,H228,Summer,PS3,V4,PEPT,0,2022_04,20376,<1900,1672,2,24,24.0,1.0,12.0,53372.16,24
228,229,B229,H229,Summer,PS3,CONV,PEPT,0,2022_04,20376,<1900,1808,2,24,30.0,1.0,15.0,53578.8,24
229,230,B230,H230,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1500,1452,2,24,24.0,1.0,12.0,53401.68000000001,24
230,231,B231,H231,Summer,PS3,CONV,PEPT,0,2022_04,20376,<1900,1809,2,24,32.0,1.0,16.0,52506.24,24
231,232,B232,H232,Summer,PS3,V4,PEPT,0,2022_04,20376,<1500,1334,2,24,32.0,1.0,16.0,54159.36,24
232,233,B233,H233,Summer,PS3,CONV,PEPT,0,2022_04,20376,<1500,1376,2,24,30.0,1.0,15.0,53062.2,24
233,234,B234,H234,Summer,PS3,V4,PEPT,0,2022_04,20376,<1500,1438,2,24,16.0,1.0,8.0,26194.079999999998,24
234,235,B235,H235,Safrinha,PS3,V4,PEPT,0,2022_04,10220,<1500,1331,1,24,32.0,1.0,16.0,53136.0,24
235,236,B236,H236,Summer,PS3,V4,PEPT,0,2022_04,20376,<1500,1350,2,24,14.0,1.0,7.0,27465.899999999998,24
236,237,B237,H237,Safrinha,PS3,V4,PEPT,0,2022_04,10220,<1900,1595,1,24,12.0,1.0,6.0,26435.159999999996,24
237,238,B238,H238,Summer,PS3,CONV,PEPT,0,2022_04,10220,<1900,1791,1,24,24.0,1.0,12.0,54139.68000000001,24
238,239,B239,H239,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1900,1834,2,24,14.0,1.0,7.0,25830.0,24
239,240,B240,H240,Safrinha,PS3,CONV,PEPT,0,2022_04,10220,<1900,1500,1,24,26.0,1.0,13.0,53950.259999999995,24
240,241,B241,H241,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1900,1687,2,24,14.0,1.0,7.0,27207.6,24
241,242,B242,H242,Safrinha,PS3,V4,PEPT,0,2022_04,10220,<1900,1580,1,24,14.0,1.0,7.0,25726.68,24
242,243,B243,H243,Safrinha,PS3,CONV,PEPT,0,2022_04,10220,<1500,1494,1,24,12.0,1.0,6.0,25844.760000000002,24
243,244,B244,H244,Summer,PS3,V4,PEPT,0,2022_04,10220,<1900,1751,1,24,30.0,1.0,15.0,51106.5,24
244,245,B245,H245,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1500,1385,2,24,14.0,1.0,7.0,28275.24,24
245,246,B246,H246,Safrinha,PS3,CONV,PEPT,0,2022_04,10220,<1900,1642,1,24,14.0,1.0,7.0,26191.62,24
246,247,B247,H247,Summer,PS3,CONV,PEPT,0,2022_04,10220,<1900,1521,1,24,14.0,1.0,7.0,29291.22,24
247,248,B248,H248,Summer,PS3,V4,PEPT,0,2022_04,10220,<1900,1701,1,24,14.0,1.0,7.0,27345.36,24
248,249,B249,H249,Safrinha,PS3,CONV,PEPT,0,2022_04,10220,<1900,1588,1,24,14.0,1.0,7.0,26105.52,24
249,250,B250,H250,Safrinha,PS3,CONV,PEPT,0,2022_04,10220,<1900,1516,1,24,14.0,1.0,7.0,26467.14,24
250,251,B251,H251,Summer,PS3,V4,PEPT,0,2022_04,10220,<1900,1537,1,24,14.0,1.0,7.0,25881.66,24
251,252,B252,H252,Safrinha,PS3,CONV,PEPT,0,2022_04,10220,<1900,1503,1,24,20.0,1.0,10.0,27921.0,24
252,253,B253,H253,Safrinha,PS3,V4,PEPT,0,2022_04,10220,<1500,1135,1,24,16.0,1.0,8.0,28791.84,24
253,254,B254,H254,Summer,PS3,CONV,PEPT,0,2022_04,10220,<1500,1463,1,24,24.0,1.0,12.0,53903.520000000004,24
254,255,B255,H255,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1900,1826,2,24,18.0,1.0,9.0,28361.339999999997,24
255,256,B256,H256,Summer,PS3,V4,PEPT,0,2022_04,10220,<1500,1281,1,24,12.0,1.0,6.0,27984.96,24
256,257,B257,H257,Safrinha,PS3,V4,PEPT,0,2022_04,10220,<1900,1896,1,24,18.0,1.0,9.0,26435.159999999996,24
257,258,B258,H258,Summer,PS3,CONV,PEPT,0,2022_04,10220,<1500,1194,1,24,10.0,1.0,5.0,27219.899999999998,24
258,259,B259,H259,Safrinha,PS3,CONV,PEPT,0,2022_04,10220,>1900,2213,1,24,34.0,1.0,17.0,53780.52,24
259,260,B260,H260,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1500,1286,2,24,26.0,1.0,13.0,51423.84,24
260,261,B261,H261,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1900,1608,2,24,14.0,1.0,7.0,28946.82,24
261,262,B262,H262,Safrinha,PS3,V4,PEPT,0,2022_04,10220,<1900,1681,1,24,28.0,1.0,14.0,51763.32,24
262,263,B263,H263,Summer,PS3,CONV,PEPT,0,2022_04,20376,<1900,1503,2,24,30.0,1.0,15.0,54390.6,24
263,264,B264,H264,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1500,1474,2,24,24.0,1.0,12.0,51394.31999999999,24
264,265,B265,H265,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1900,1741,2,24,26.0,1.0,13.0,51647.700000000004,24
265,266,B266,H266,Summer,PS3,CONV,PEPT,0,2022_04,20376,<1900,1615,2,24,24.0,1.0,12.0,55054.799999999996,24
266,267,B267,H267,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1900,1865,2,24,36.0,1.0,18.0,53888.76,24
267,268,B268,H268,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1500,1217,2,24,32.0,1.0,16.0,52899.84,24
268,269,B269,H269,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1500,1344,2,24,18.0,1.0,9.0,25948.079999999998,24
269,270,B270,H270,Safrinha,PS3,V4,PEPT,0,2022_04,10220,<1500,1172,1,24,14.0,1.0,7.0,28705.739999999998,24
270,271,B271,H271,Summer,PS3,CONV,PEPT,0,2022_04,10220,<1900,1667,1,24,32.0,1.0,16.0,53175.36,24
271,272,B272,H272,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1500,1351,2,24,30.0,1.0,15.0,54390.6,24
272,273,B273,H273,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1500,1474,2,24,16.0,1.0,8.0,26686.079999999998,24
273,274,B274,H274,Safrinha,PS3,V4,PEPT,0,2022_04,10220,<1500,1356,1,24,28.0,1.0,14.0,52727.64,24
274,275,B275,H275,Summer,PS3,V4,PEPT,0,2022_04,20376,<1900,1531,2,24,18.0,1.0,9.0,27032.94,24
275,276,B276,H276,Safrinha,PS3,CONV,PEPT,0,2022_04,10220,<1500,1221,1,24,26.0,1.0,13.0,52703.04,24
276,277,B277,H277,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1900,1648,2,24,16.0,1.0,8.0,28909.92,24
277,278,B278,H278,Summer,PS3,V4,PEPT,0,2022_04,10220,<1500,1469,1,24,26.0,1.0,13.0,53086.799999999996,24
278,279,B279,H279,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1900,1660,2,24,36.0,1.0,18.0,51586.200000000004,24
279,280,B280,H280,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1500,1165,2,24,14.0,1.0,7.0,29532.299999999996,24
280,281,B281,H281,Summer,PS3,CONV,PEPT,0,2022_04,10220,<1900,1715,1,24,20.0,1.0,10.0,26961.6,24
281,282,B282,H282,Summer,PS3,V4,PEPT,0,2022_04,10220,<1500,1096,1,24,10.0,1.0,5.0,25903.800000000003,24
282,283,B283,H283,Safrinha,PS3,CONV,PEPT,0,2022_04,10220,>1900,2106,1,24,28.0,1.0,14.0,51315.6,24
283,284,B284,H284,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1500,1490,2,24,36.0,1.0,18.0,53313.12,24
284,285,B285,H285,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1500,1204,2,24,30.0,1.0,15.0,52065.9,24
285,286,B286,H286,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1500,1411,2,24,34.0,1.0,17.0,51605.88,24
286,287,B287,H287,Summer,PS3,CONV,PEPT,0,2022_04,20376,<1500,1234,2,24,24.0,1.0,12.0,51807.600000000006,24
287,288,B288,H288,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1900,1755,2,24,32.0,1.0,16.0,52860.479999999996,24
288,289,B289,H289,Summer,PS3,CONV,PEPT,0,2022_04,20376,<1500,1343,2,24,18.0,1.0,9.0,25992.36,24
289,290,B290,H290,Summer,PS3,CONV,PEPT,0,2022_04,10220,<1500,1174,1,24,24.0,1.0,12.0,51099.12,24
290,291,B291,H291,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1900,1731,2,24,32.0,1.0,16.0,54198.72,24
291,292,B292,H292,Summer,PS3,V4,PEPT,0,2022_04,20376,<1500,1377,2,24,12.0,1.0,6.0,28073.52,24
292,293,B293,H293,Safrinha,PS3,V4,PEPT,0,2022_04,10220,>1900,1902,1,24,28.0,1.0,14.0,53485.32,24
293,294,B294,H294,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1900,1553,2,24,14.0,1.0,7.0,29601.18,24
294,295,B295,H295,Safrinha,PS3,CONV,PEPT,0,2022_04,10220,<1900,1719,1,24,26.0,1.0,13.0,51647.700000000004,24
295,296,B296,H296,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1900,1615,2,24,34.0,1.0,17.0,53822.34,24
296,297,B297,H297,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1500,1287,2,24,24.0,1.0,12.0,54612.0,24
297,298,B298,H298,Summer,PS3,V4,PEPT,0,2022_04,20376,<1900,1850,2,24,16.0,1.0,8.0,28516.32,24
298,299,B299,H299,Summer,PS3,V4,PEPT,0,2022_04,10220,<1500,1449,1,24,24.0,1.0,12.0,52191.36,24
299,300,B300,H300,Summer,PS3,V4,PEPT,0,2022_04,20376,<1900,1768,2,24,12.0,1.0,6.0,25977.600000000002,24
300,301,B301,H301,Summer,PS3,CONV,PEPT,0,2022_04,10220,<1900,1760,1,24,24.0,1.0,12.0,51984.719999999994,24
301,302,B302,H302,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1900,1761,2,24,18.0,1.0,9.0,26169.48,24
302,303,B303,H303,Safrinha,PS3,V4,PEPT,0,2022_04,10220,<1500,1182,1,24,16.0,1.0,8.0,25879.2,24
303,304,B304,H304,Safrinha,PS3,V4,PEPT,0,2022_04,10220,<1500,1315,1,24,16.0,1.0,8.0,26686.079999999998,24
304,305,B305,H305,Safrinha,PS3,CONV,PEPT,0,2022_04,10220,<1500,1356,1,24,32.0,1.0,16.0,52191.36,24
305,306,B306,H306,Summer,PS3,CONV,PEPT,0,2022_04,20376,<1500,1326,2,24,30.0,1.0,15.0,53172.9,24
306,307,B307,H307,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1500,1441,2,24,26.0,1.0,13.0,51263.94,24
307,308,B308,H308,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1900,1603,2,24,32.0,1.0,16.0,53254.08,24
308,309,B309,H309,Summer,PS3,CONV,PEPT,0,2022_04,20376,<1500,1353,2,24,18.0,1.0,9.0,28582.74,24
309,310,B310,H310,Summer,PS3,CONV,PEPT,0,2022_04,10220,<1500,1291,1,24,28.0,1.0,14.0,52245.48,24
310,311,B311,H311,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1900,1517,2,24,30.0,1.0,15.0,53468.1,24
311,312,B312,H312,Summer,PS3,V4,PEPT,0,2022_04,20376,<1500,1449,2,24,14.0,1.0,7.0,27035.399999999998,24
312,313,B313,H313,Safrinha,PS3,V4,PEPT,0,2022_04,10220,<1900,1570,1,24,18.0,1.0,9.0,26324.46,24
313,314,B314,H314,Summer,PS3,V4,PEPT,0,2022_04,10220,<1500,1189,1,24,14.0,1.0,7.0,27276.48,24
314,315,B315,H315,Safrinha,PS3,V4,PEPT,0,2022_04,10220,<1900,1584,1,24,30.0,1.0,15.0,52693.200000000004,24
315,316,B316,H316,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1500,1428,2,24,14.0,1.0,7.0,28826.28,24
316,317,B317,H317,Safrinha,PS3,CONV,PEPT,0,2022_04,10220,<1900,1674,1,24,40.0,1.0,20.0,53431.2,24
317,318,B318,H318,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1500,1086,2,24,26.0,1.0,13.0,51967.5,24
318,319,B319,H319,Summer,PS3,CONV,PEPT,0,2022_04,20376,<1900,1625,2,24,20.0,1.0,10.0,26764.8,24
319,320,B320,H320,Summer,PS3,V4,PEPT,0,2022_04,10220,<1500,1088,1,24,32.0,1.0,16.0,53293.44,24
320,321,B321,H321,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1500,1354,2,24,28.0,1.0,14.0,53278.68,24
321,322,B322,H322,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1900,1547,2,24,20.0,1.0,10.0,28117.799999999996,24
322,323,B323,H323,Summer,PS3,CONV,PEPT,0,2022_04,10220,<1500,1143,1,24,28.0,1.0,14.0,53003.16,24
323,324,B324,H324,Summer,PS3,V4,PEPT,0,2022_04,20376,<1900,1539,2,24,16.0,1.0,8.0,26115.36,24
324,325,B325,H325,Safrinha,PS3,CONV,PEPT,0,2022_04,10220,<1500,1327,1,24,32.0,1.0,16.0,53293.44,24
325,326,B326,H326,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1500,1354,2,24,34.0,1.0,17.0,51396.78,24
326,327,B327,H327,Summer,PS3,CONV,PEPT,0,2022_04,20376,<1500,1229,2,24,28.0,1.0,14.0,51728.880000000005,24
327,328,B328,H328,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1900,1502,2,24,14.0,1.0,7.0,28137.48,24
328,329,B329,H329,Summer,PS3,CONV,PEPT,0,2022_04,10220,<1900,1634,1,24,32.0,1.0,16.0,54120.0,24
329,330,B330,H330,Summer,PS3,CONV,PEPT,0,2022_04,20376,<1500,1375,2,24,22.0,1.0,11.0,51170.46,24
330,331,B331,H331,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1900,1891,2,24,30.0,1.0,15.0,53431.2,24
331,332,B332,H332,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1500,1448,2,24,38.0,1.0,19.0,53423.81999999999,24
332,333,B333,H333,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1500,1143,2,24,34.0,1.0,17.0,53989.62,24
333,334,B334,H334,Safrinha,PS3,V4,PEPT,0,2022_04,20376,<1500,1291,2,24,22.0,1.0,11.0,51765.78,24
334,335,B335,H335,Summer,PS3,V4,PEPT,0,2022_04,20376,>1900,1913,2,24,14.0,1.0,7.0,26157.18,24
335,336,B336,H336,Summer,PS3,V4,PEPT,0,2022_04,10220,<1900,1519,1,24,14.0,1.0,7.0,26312.16,24
336,337,B337,H337,Safrinha,PS3,V4,PEPT,0,2022_04,10220,<1900,1528,1,24,30.0,1.0,15.0,53394.299999999996,24
337,338,B338,H338,Safrinha,PS3,CONV,PEPT,0,2022_04,20376,<1500,1447,2,24,14.0,1.0,7.0,27948.059999999998,24
338,339,B339,H339,Safrinha,PS3,CONV,PEPT,0,2022_04,10220,<1900,1623,1,24,26.0,1.0,13.0,53054.82,24
339,340,B340,H340,Summer,PS3,V4,PEPT,0,2022_04,20376,<1900,1659,2,24,,,,,24
